filename,dc.contributor.author,dc.contributor.translator,dc.date.issued,dc.description[en],dc.identifier.citation[en],dc.identifier.DOI,dc.identifier.issn,dc.language.iso[en],dc.publisher[en],dc.title[en],dc.type[en],prism.issueIdentifier[en],prism.publicationName[en],prism.volume[en]
Curry_Powder.pdf,"Campbell, Christian A.",,2000-09,,"Christian A. Campbell, ""Curry Powder,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 1 (September 2000), https://doi.org/10.33682/ahw8-wprs",https://doi.org/10.33682/ahw8-wprs,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Curry Powder,Article,1,Calabash: a Journal of Caribbean Arts and Letters,1
Moruga.pdf,"Campbell, Christian A.",,2000-09,,"Christian A. Campbell, ""Moruga,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 1 (September 2000), https://doi.org/10.33682/74bt-g5pr",https://doi.org/10.33682/74bt-g5pr,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Moruga,Article,1,Calabash: a Journal of Caribbean Arts and Letters,1
AlzheimersDisease.pdf,"Campbell, Christian A.",,2000-09,,"Christian A. Campbell, ""Alzheimer's Disease,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 1 (September 2000), https://doi.org/10.33682/ksjf-ghpk",https://doi.org/10.33682/ksjf-ghpk,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Alzheimer's Disease,Article,1,Calabash: a Journal of Caribbean Arts and Letters,1
Anthuriums.pdf,"Campbell, Christian A.",,2000-09,,"Christian A. Campbell, ""Anthuriums,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 1 (September 2000), https://doi.org/10.33682/4yj3-1abj",https://doi.org/10.33682/4yj3-1abj,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Anthuriums,Article,1,Calabash: a Journal of Caribbean Arts and Letters,1
The_Last_Resort.pdf,"Fuller, Ann Wood",,2000-09,,"Ann Wood Fuller, ""The Last Resort,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 1 (September 2000), https://doi.org/10.33682/q8ym-ks02",https://doi.org/10.33682/q8ym-ks02,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,The Last Resort,Article,1,Calabash: a Journal of Caribbean Arts and Letters,1
Wrecks.pdf,"Fuller, Ann Wood",,2000-09,,"Ann Wood Fuller, ""Wrecks,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 1 (September 2000), https://doi.org/10.33682/fr2c-p3h3",https://doi.org/10.33682/fr2c-p3h3,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Wrecks,Article,1,Calabash: a Journal of Caribbean Arts and Letters,1
Cricketing.pdf,"Gilkes, Dana",,2000-09,,"Dana Gilkes, ""Cricketing,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 1 (September 2000), https://doi.org/10.33682/pg1b-1gc7",https://doi.org/10.33682/pg1b-1gc7,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Cricketing,Article,1,Calabash: a Journal of Caribbean Arts and Letters,1
Carribean_Fresco.pdf,"Gonzales, Jose B.",,2000-09,,"Jose B. Gonzales, ""Carribean Fresco,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 1 (September 2000), https://doi.org/10.33682/8j8g-w0tz",https://doi.org/10.33682/8j8g-w0tz,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Carribean Fresco,Article,1,Calabash: a Journal of Caribbean Arts and Letters,1
Boundaries.pdf,"Jack, Drisana Deborah",,2000-09,,"Drisana Deborah Jack, ""Boundaries,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 1 (September 2000), https://doi.org/10.33682/s7yp-gdft",https://doi.org/10.33682/s7yp-gdft,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Boundaries,Article,1,Calabash: a Journal of Caribbean Arts and Letters,1
Notes_for_an_Emancipation_poem.pdf,"Jack, Drisana Deborah",,2000-09,,"Drisana Deborah Jack, ""Notes For An Emancipation Poem,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 1 (September 2000), https://doi.org/10.33682/b5uk-gm43",https://doi.org/10.33682/b5uk-gm43,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Notes For An Emancipation Poem,Article,1,Calabash: a Journal of Caribbean Arts and Letters,1
